NAME,CODE,CODE2,CODE2CATEG,CODE3,GENERICNAME,DESCRIPTION,CATEGORY,IS_INVENTORY,IS_SERVICE,ACTIVE,MEASUREMENT_UNIT,SALES_PRICE,SALE_INCLUDE_TAX,BUY_PRICE,BUY_PRICE_INCLUDE_TAX,ITEM_TAX,AVAILABLE_AS_TREATMENT,AVAILABLE_AS_DRUG,AVAILABLE_AS_LAB_TEST,AVAILABLE_AS_IMAGING_TEST,AVAILABLE_AS_SURGERY_RELATED,AVAILABLE_AS_INPATIENT_ACCOMM,AVAILABLE_AS_DIAGNOSIS,AVAILABLE_AS_CUSTOM_ITEM_TYPE1,AVAILABLE_AS_CUSTOM_ITEM_TYPE1,AVAILABLE_AS_CUSTOM_ITEM_TYPE2,USE_IN_MEDIC_ACCOUNTS,DURG_DEFAULT_DOSAGE,DRUG_DEFAULT_ADMINISTRATION,DRUG_DEFAULT_FREQUENCY,DRUG_DEFAULT_REFILLS,WARNINGS
CANDID V6 PESSARIES 100MG 6'S,267193,B37.3     ,,,Clotrimazole,CANDID V6 PESSARIES 100MG 6'S,,Yes,,Yes,,28.94,32.41,,,,,Yes,,,,,,,,,,,PES,6,,
CANDASPOR VAG,831883,B37.3     ,,,Clotrimazole,CANDASPOR VAG,,Yes,,Yes,,46.03,51.55,,,,,Yes,,,,,,,,,,,CRM,50,,
ADCO-CLOTRIMAZOLE [50 G],831867,B37.3     ,,,Clotrimazole,ADCO-CLOTRIMAZOLE [50 G],,Yes,,Yes,,16.14,18.08,,,,,Yes,,,,,,,,,,,CRM,50,,
CLOTRIMAZOLE,906220,B37.3     ,,,Clotrimazole,CLOTRIMAZOLE,,Yes,,Yes,,33.6,37.63,,,,,Yes,,,,,,,,,,,CRM,50,,
CANDID V GEL,267339,B37.3     ,,,Clotrimazole,CANDID V GEL,,Yes,,Yes,,19.34,21.66,,,,,Yes,,,,,,,,,,,CRM,50,,
CANESTEN VAG,712213,B37.3     ,,,Clotrimazole,CANESTEN VAG,,Yes,,Yes,,160.37,179.61,,,,,Yes,,,,,,,,,,,CRM,6,,
CANDIZOLE V,832596,B37.3     ,,,Clotrimazole,CANDIZOLE V,,Yes,,Yes,,29.84,33.42,,,,,Yes,,,,,,,,,,,CRM,50,,
ADCO-NORMOSPOR VAG,832421,B37.3     ,,,Clotrimazole,ADCO-NORMOSPOR VAG,,Yes,,Yes,,28.83,32.29,,,,,Yes,,,,,,,,,,,CRM,50,,
CLOTRIMAZOLE,290256,B37.3     ,,,Clotrimazole,CLOTRIMAZOLE,,Yes,,Yes,,18.18,20.36,,,,,Yes,,,,,,,,,,,CRM,20,,
CANDIZOLE,797006,B37.3     ,,,Clotrimazole,CANDIZOLE,,Yes,,Yes,,15.89,17.8,,,,,Yes,,,,,,,,,,,CRM,50,,
INNOSPORE,711138,B37.3     ,,,Clotrimazole,INNOSPORE,,Yes,,Yes,,7.54,8.44,,,,,Yes,,,,,,,,,,,CRM,15,,
CANDID V6 PESSARIES 100MG 6'S,967193,B37.3     ,,,Clotrimazole,CANDID V6 PESSARIES 100MG 6'S,,Yes,,Yes,,26.78,29.99,,,,,Yes,,,,,,,,,,,PES,6,,
CANESTEN 1,712264,B37.3     ,,,Clotrimazole,CANESTEN 1,,Yes,,Yes,,114.02,127.7,,,,,Yes,,,,,,,,,,,PES,1,,
CANESTEN 35G,703548,B37.3     ,,,Clotrimazole,CANESTEN 35G,,Yes,,Yes,,46.21,51.76,,,,,Yes,,,,,,,,,,,CRM,35,,
CANDID V GEL,967339,B37.3     ,,,Clotrimazole,CANDID V GEL,,Yes,,Yes,,35.74,40.03,,,,,Yes,,,,,,,,,,,CRM,35,,
CANDID V1 PESSARIES 500MG,967192,B37.3     ,,,Clotrimazole,CANDID V1 PESSARIES 500MG,,Yes,,Yes,,23.31,26.11,,,,,Yes,,,,,,,,,,,PES,1,,
CLOTRIMAZOLE,910004,B37.3     ,,,Clotrimazole,CLOTRIMAZOLE,,Yes,,Yes,,25.25,28.28,,,,,Yes,,,,,,,,,,,CRM,6,,
MEDASPOR TOPICAL,799696,B37.3     ,,,Clotrimazole,MEDASPOR TOPICAL,,Yes,,Yes,,17.41,19.5,,,,,Yes,,,,,,,,,,,CRM,20,,
CANESTEN,712205,B37.3     ,,,Clotrimazole,CANESTEN,,Yes,,Yes,,74.9,83.89,,,,,Yes,,,,,,,,,,,CRM,20,,
CANESTEN 1 VC,831891,B37.3     ,,,Clotrimazole,CANESTEN 1 VC,,Yes,,Yes,,155.69,174.37,,,,,Yes,,,,,,,,,,,PES,35,,
CLOSCRIPT VAGINAL,831921,B37.3     ,,,Clotrimazole,CLOSCRIPT VAGINAL,,Yes,,Yes,,42.32,47.4,,,,,Yes,,,,,,,,,,,CRM,50,,
GYNO PEVARYL,832367,B37.3     ,,,Econazole,GYNO PEVARYL,,Yes,,Yes,,434.57,486.72,,,,,Yes,,,,,,,,,,,CRM,78,,
GYNO PEVARYL,729752,B37.3     ,,,Econazole,GYNO PEVARYL,,Yes,,Yes,,181.48,203.26,,,,,Yes,,,,,,,,,,,OVU,3,,
PEVARYL CREAM,754498,B37.3     ,,,Econazole,PEVARYL CREAM,,Yes,,Yes,,209.87,235.05,,,,,Yes,,,,,,,,,,,CRM,15,,
GYNO PEVARYL DEPOT,729841,B37.3     ,,,Econazole,GYNO PEVARYL DEPOT,,Yes,,Yes,,397.04,444.68,,,,,Yes,,,,,,,,,,,PAT,1,,
KETOCONAZOLE 200MG,267257,B37.3     ,,,Ketoconazole,KETOCONAZOLE 200MG,,Yes,,Yes,,0.02,0.02,,,,,Yes,,,,,,,,,,,TAB,30,,
GYNO-DAKTARIN,832502,B37.3     ,,,Miconazole,GYNO-DAKTARIN,,Yes,,Yes,,362.53,406.03,,,,,Yes,,,,,,,,,,,CRM,40,,
GYNO-DAKTARIN,729728,B37.3     ,,,Miconazole,GYNO-DAKTARIN,,Yes,,Yes,,155.34,173.98,,,,,Yes,,,,,,,,,,,CRM,3,,
GYNO-DAKTARIN,832545,B37.3     ,,,Miconazole,GYNO-DAKTARIN,,Yes,,Yes,,120.18,134.6,,,,,Yes,,,,,,,,,,,CRM,1,,
GYNO-DAKTARIN,967279,B37.3     ,,,Miconazole,GYNO-DAKTARIN,,Yes,,Yes,,50.74,56.83,,,,,Yes,,,,,,,,,,,CRM,3,,
ITRACONAZOLE,900225,B37.3     ,,,Itraconazole,ITRACONAZOLE,,Yes,,Yes,,180.99,202.71,,,,,Yes,,,,,,,,,,,TAB,4,,
CANDASPOR,788554,B37.2     ,,,Clotrimazole,CANDASPOR,,Yes,,Yes,,20.26,22.69,,,,,Yes,,,,,,,,,,,CRM,20,,
NYSTACID,835285,B37.0     ,,,Nystatin,NYSTACID,,Yes,,Yes,,32.91,36.86,,,,,Yes,,,,,,,,,,,DRP,30,,
NYSTATIN,290373,B37.0     ,,,Nystatin,NYSTATIN,,Yes,,Yes,,67.2,75.26,,,,,Yes,,,,,,,,,,,DRP,30,,
KETOCONAZOLE,290387,B37.0     ,,,Ketoconazole,KETOCONAZOLE,,Yes,,Yes,,44.11,49.4,,,,,Yes,,,,,,,,,,,CRM,10,,
DAKTARIN ORAL,835307,B37.0,,,Miconazole,DAKTARIN ORAL,,Yes,,Yes,,334.53,374.67,,,,,Yes,,,,,,,,,,,CRM,40,,
KETOCONAZOLE 2%,907189,B36.0     ,,,Ketoconazole,KETOCONAZOLE 2%,,Yes,,Yes,,44.11,49.4,,,,,Yes,,,,,,,,,,,CRM,120,,
DIFLUCAN,883686,B36       ,,,Fluconazole,DIFLUCAN,,Yes,,Yes,,203.15,227.53,,,,,Yes,,,,,,,,,,,SUS,35,,
DIFLUCAN,836443,B36       ,,,Fluconazole,DIFLUCAN,,Yes,,Yes,,386.33,432.69,,,,,Yes,,,,,,,,,,,SUS,35,,
DIFLUCAN,786373,B36       ,,,Fluconazole,DIFLUCAN,,Yes,,Yes,,329.04,368.52,,,,,Yes,,,,,,,,,,,CAP,14,,
DIFLUCAN,786373,B36       ,,,Fluconazole,DIFLUCAN,,Yes,,Yes,,1606,1798.72,,,,,Yes,,,,,,,,,,,CAP,28,,
DIFLUCAN,820539,B36       ,,,Fluconazole,DIFLUCAN,,Yes,,Yes,,2400.17,2688.19,,,,,Yes,,,,,,,,,,,INJ,20,,
QUINODERM FACE WASH,814814,B35.9     ,,,Chlorhexidine; combinations,QUINODERM FACE WASH,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,LOT,15,,
DAPSONE,717460,B35.9     ,,,Dapsone,DAPSONE,,Yes,,Yes,,271.17,303.71,,,,,Yes,,,,,,,,,,,TAB,30,,
ELIDEL,702081,B35.9     ,,,Pimecrolimus,ELIDEL,,Yes,,Yes,,700.7,784.78,,,,,Yes,,,,,,,,,,,CRM,15,,
LAMISIL,842087,B35.9     ,,,Terbinafine,LAMISIL,,Yes,,Yes,,538.97,603.65,,,,,Yes,,,,,,,,,,,TAB,14,,
LAMISPOR,711778,B35.9     ,,,Terbinafine,LAMISPOR,,Yes,,Yes,,290.85,325.75,,,,,Yes,,,,,,,,,,,TAB,14,,
MYCOSPOR,835862,B35.9,,,Bifonazole,MYCOSPOR,,Yes,,Yes,,126.08,141.21,,,,,Yes,,,,,,,,,,,TAB,15,,
MYCOSPOR SPRAY,793957,B35.9,,,Bifonazole,MYCOSPOR SPRAY,,Yes,,Yes,,130.48,146.14,,,,,Yes,,,,,,,,,,,SPR,1,,
MYCOSPOR,745251,B35.9,,,Bifonazole,MYCOSPOR,,Yes,,Yes,,119.31,133.63,,,,,Yes,,,,,,,,,,,TAB,15,,
GRISEOFULVIN 500MG,267265,B35.4     ,,,Griseofulvin,GRISEOFULVIN 500MG,,Yes,,Yes,,282.78,316.71,,,,,Yes,,,,,,,,,,,TAB,100,,
MICROCIDAL,729574,B35.4     ,,,Griseofulvin,MICROCIDAL,,Yes,,Yes,,619.42,693.75,,,,,Yes,,,,,,,,,,,TAB,100,,
GRISEOFULVIN,900850,B35.4     ,,,Griseofulvin,GRISEOFULVIN,,Yes,,Yes,,90.43,101.28,,,,,Yes,,,,,,,,,,,TAB,100,,
MICROCIDAL (PPF),901229,B35.4     ,,,Griseofulvin,MICROCIDAL (PPF),,Yes,,Yes,,118.86,133.12,,,,,Yes,,,,,,,,,,,TAB,30,,
GRISEOFULVIN,900869,B35.4     ,,,Griseofulvin,GRISEOFULVIN,,Yes,,Yes,,282.78,316.71,,,,,Yes,,,,,,,,,,,TAB,100,,
GRISEOFULVIN,910024,B35.4     ,,,Griseofulvin,GRISEOFULVIN,,Yes,,Yes,,282.78,316.71,,,,,Yes,,,,,,,,,,,TAB,100,,
GRISEOFULVIN 500MG,967265,B35.4     ,,,Griseofulvin,GRISEOFULVIN 500MG,,Yes,,Yes,,282.78,316.71,,,,,Yes,,,,,,,,,,,TAB,100,,
A-POR,826952,B35.4     ,,,Clotrimazole,A-POR,,Yes,,Yes,,10.3,11.54,,,,,Yes,,,,,,,,,,,CRM,20,,
ADCO-CLOTRIMAZOLE [20 G],822922,B35.4     ,,,Clotrimazole,ADCO-CLOTRIMAZOLE [20 G],,Yes,,Yes,,14.05,15.74,,,,,Yes,,,,,,,,,,,CRM,20,,
SPORANOX,786322,B35.4     ,,,Itraconazole,SPORANOX,,Yes,,Yes,,767.24,859.31,,,,,Yes,,,,,,,,,,,TAB,28,,
KETAZOL,890760,B35.4     ,,,Ketoconazole,KETAZOL,,Yes,,Yes,,44.22,49.53,,,,,Yes,,,,,,,,,,,CRM,20,,
KETOCONAZOLE,290004,B35.4     ,,,Ketoconazole,KETOCONAZOLE,,Yes,,Yes,,44.11,49.4,,,,,Yes,,,,,,,,,,,TAB,30,,
KETAZOL,875368,B35.4     ,,,Ketoconazole,KETAZOL,,Yes,,Yes,,33.07,37.04,,,,,Yes,,,,,,,,,,,TAB,30,,
SANDOZ KETOCONAZOLE,704910,B35.4     ,,,Ketoconazole,SANDOZ KETOCONAZOLE,,Yes,,Yes,,387.25,433.72,,,,,Yes,,,,,,,,,,,TAB,14,,
DECOCORT CREAM 15G,967276,B35.3     ,,,Miconazole; combinations,DECOCORT CREAM 15G,,Yes,,Yes,,41.6,46.59,,,,,Yes,,,,,,,,,,,CRM,15,,
MYCOTA,833576,B35.3     ,,,Undecylenic acid,MYCOTA,,Yes,,Yes,,103.57,116,,,,,Yes,,,,,,,,,,,CRM,50,,
AF OINT,701327,B35.2     ,,,Undecylenic acid,AF OINT,,Yes,,Yes,,66.19,74.13,,,,,Yes,,,,,,,,,,,OIN,25,,
FUNGEX JELLY [20 G],967040,B35.2     ,,,Undecylenic acid,FUNGEX JELLY [20 G],,Yes,,Yes,,28.34,31.74,,,,,Yes,,,,,,,,,,,GEL,30,,
AF POWDER,833541,B35.2     ,,,Undecylenic acid,AF POWDER,,Yes,,Yes,,56.34,63.1,,,,,Yes,,,,,,,,,,,PWD,75,,
MYCOTA,745340,B35.2     ,,,Undecylenic acid,MYCOTA,,Yes,,Yes,,70.52,78.98,,,,,Yes,,,,,,,,,,,PWD,25,,
MICROCIDAL,729566,B35.0     ,,,Griseofulvin,MICROCIDAL,,Yes,,Yes,,148.32,166.12,,,,,Yes,,,,,,,,,,,TAB,100,,
GRISEOFULVIN,267397,B35.0     ,,,Griseofulvin,GRISEOFULVIN,,Yes,,Yes,,90.43,101.28,,,,,Yes,,,,,,,,,,,TAB,100,,
CLOB,267470,B35.0     ,,,Clotrimazole,CLOB,,Yes,,Yes,,13.87,15.53,,,,,Yes,,,,,,,,,,,CRM,20,,
CLOB,967470,B35.0     ,,,Clotrimazole,CLOB,,Yes,,Yes,,10.45,11.7,,,,,Yes,,,,,,,,,,,CRM,20,,
CLOTRIDERM TOPICAL CREAM [1 G],967019,B35.0     ,,,Clotrimazole,CLOTRIDERM TOPICAL CREAM [1 G],,Yes,,Yes,,42.5,47.6,,,,,Yes,,,,,,,,,,,CRM,20,,
FUNGICIDE 200MG TABS,267140,B35.0     ,,,Ketoconazole,FUNGICIDE 200MG TABS,,Yes,,Yes,,44.11,49.4,,,,,Yes,,,,,,,,,,,TAB,15,,
SELSUN 2.5%,763179,B35.0     ,,,Selenium compounds,SELSUN 2.5%,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,LOT,100,,
GYNO-DAKTARIN COMBIPAK,812358,B35.0,,,Miconazole,GYNO-DAKTARIN COMBIPAK,,Yes,,Yes,,134.41,150.54,,,,,Yes,,,,,,,,,,,TAB,1,,
MICONAZOLE 2% CREAM [15 G],967070,B35.0,,,Miconazole,MICONAZOLE 2% CREAM [15 G],,Yes,,Yes,,35.2,39.42,,,,,Yes,,,,,,,,,,,CRM,15,,
DAKTARIN,967325,B35.0,,,Miconazole,DAKTARIN,,Yes,,Yes,,48.08,53.85,,,,,Yes,,,,,,,,,,,CRM,20,,
DERMAZOLE,700595,B35.0,,,Miconazole,DERMAZOLE,,Yes,,Yes,,78.99,88.47,,,,,Yes,,,,,,,,,,,CRM,15,,
MICONA ORAL GEL,967632,B35.0,,,Miconazole,MICONA ORAL GEL,,Yes,,Yes,,58.74,65.79,,,,,Yes,,,,,,,,,,,CRM,40,,
DAKTARIN ORAL GEL,967326,B35.0,,,Miconazole,DAKTARIN ORAL GEL,,Yes,,Yes,,212.87,238.41,,,,,Yes,,,,,,,,,,,CRM,40,,
DAKTACORT,717266,B35.0,,,Miconazole; combinations,DAKTACORT,,Yes,,Yes,,274.86,307.84,,,,,Yes,,,,,,,,,,,CRM,20,,
ELOZART,715635,B35.0,,,Miconazole; combinations,ELOZART,,Yes,,Yes,,42.45,47.54,,,,,Yes,,,,,,,,,,,CRM,15,,
DAKTACORT,717266,B35.0,,,Miconazole; combinations,DAKTACORT,,Yes,,Yes,,274.86,307.84,,,,,Yes,,,,,,,,,,,CRM,15,,
MICONAZOLE/HYDROCORTISONE CREAM,910023,B35.0,,,Miconazole; combinations,MICONAZOLE/HYDROCORTISONE CREAM,,Yes,,Yes,,17.6,19.71,,,,,Yes,,,,,,,,,,,CRM,15,,
MICOVAR ORAL GEL,721253,B35.0,,,Miconazole,MICOVAR ORAL GEL,,Yes,,Yes,,249.6,279.55,,,,,Yes,,,,,,,,,,,GEL,40,,
MICONAZOLE NITRATE,900163,B35.0,,,Miconazole,MICONAZOLE NITRATE,,Yes,,Yes,,20.61,23.08,,,,,Yes,,,,,,,,,,,TAB,15,,
DAKTARIN,717274,B35.0,,,Miconazole,DAKTARIN,,Yes,,Yes,,292.39,327.48,,,,,Yes,,,,,,,,,,,CRM,15,,
TINADERM,770868,B35       ,,,Tolnaftate,TINADERM,,Yes,,Yes,,69.68,78.04,,,,,Yes,,,,,,,,,,,CRM,20,,
FLUCORIC,700149,B35,,,Fluconazole,FLUCORIC,,Yes,,Yes,,35.66,39.94,,,,,Yes,,,,,,,,,,,CAP,1,,
FLUCORIC,700131,B35,,,Fluconazole,FLUCORIC,,Yes,,Yes,,185.26,207.49,,,,,Yes,,,,,,,,,,,CAP,14,,
FLUCORIC,700202,B35,,,Fluconazole,FLUCORIC,,Yes,,Yes,,614.14,687.84,,,,,Yes,,,,,,,,,,,CAP,28,,
ASPEN FLUCONAZOLE,703626,B35,,,Fluconazole,ASPEN FLUCONAZOLE,,Yes,,Yes,,558.24,625.23,,,,,Yes,,,,,,,,,,,CAP,28,,
ASPEN FLUCONAZOLE,703624,B35,,,Fluconazole,ASPEN FLUCONAZOLE,,Yes,,Yes,,30.94,34.65,,,,,Yes,,,,,,,,,,,CAP,1,,
FLUCONAZOLE,290419,B35,,,Fluconazole,FLUCONAZOLE,,Yes,,Yes,,519.07,581.36,,,,,Yes,,,,,,,,,,,CAP,28,,
GRISEOFULVIN,967397,B35,,,Griseofulvin,GRISEOFULVIN,,Yes,,Yes,,90.43,101.28,,,,,Yes,,,,,,,,,,,TAB,100,,
CANSTAT,806536,B35,,,Nystatin,CANSTAT,,Yes,,Yes,,119.06,133.35,,,,,Yes,,,,,,,,,,,DRP,30,,
CANDACIDE,701100,B35,,,Nystatin,CANDACIDE,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,DRP,30,,
NYSTATIN,290189,B35,,,Nystatin,NYSTATIN,,Yes,,Yes,,37.49,41.99,,,,,Yes,,,,,,,,,,,DRP,30,,
CANDID LOTION,267338,B35,,,Clotrimazole,CANDID LOTION,,Yes,,Yes,,27.41,30.7,,,,,Yes,,,,,,,,,,,LOT,20,,
CANDID V1 PESSARIES 500MG,267192,B35,,,Clotrimazole,CANDID V1 PESSARIES 500MG,,Yes,,Yes,,23.31,26.11,,,,,Yes,,,,,,,,,,,PES,1,,
CANDID CREAM 1%,267190,B35,,,Clotrimazole,CANDID CREAM 1%,,Yes,,Yes,,13.49,15.11,,,,,Yes,,,,,,,,,,,CRM,20,,
CANDID B,267335,B35,,,Clotrimazole,CANDID B,,Yes,,Yes,,20.26,22.69,,,,,Yes,,,,,,,,,,,CRM,20,,
CLOTRIAMZOLE,910003,B35,,,Clotrimazole,CLOTRIAMZOLE,,Yes,,Yes,,20.64,23.12,,,,,Yes,,,,,,,,,,,CRM,20,,
CANDID LOTION,967338,B35,,,Clotrimazole,CANDID LOTION,,Yes,,Yes,,25.1,28.11,,,,,Yes,,,,,,,,,,,LOT,20,,
CANDID B,967335,B35,,,Clotrimazole,CANDID B,,Yes,,Yes,,25.02,28.02,,,,,Yes,,,,,,,,,,,CRM,15,,
CANDID CREAM 1%,967190,B35,,,Clotrimazole,CANDID CREAM 1%,,Yes,,Yes,,10.67,11.95,,,,,Yes,,,,,,,,,,,CRM,20,,
CANDID B,967336,B35,,,Clotrimazole,CANDID B,,Yes,,Yes,,35.78,40.07,,,,,Yes,,,,,,,,,,,CRM,15,,
CANDITRAL,267280,B35,,,Itraconazole,CANDITRAL,,Yes,,Yes,,975.12,1092.13,,,,,Yes,,,,,,,,,,,TAB,30,,
CANDITRAL,967280,B35,,,Itraconazole,CANDITRAL,,Yes,,Yes,,87.52,98.02,,,,,Yes,,,,,,,,,,,TAB,4,,
TRISPORAL,708721,B35,,,Itraconazole,TRISPORAL,,Yes,,Yes,,127.22,142.49,,,,,Yes,,,,,,,,,,,TAB,28,,
ADCO-SPOROZOLE,705371,B35,,,Itraconazole,ADCO-SPOROZOLE,,Yes,,Yes,,975.12,1092.13,,,,,Yes,,,,,,,,,,,CAP,28,,
KETOCONAZOLE 2%,290184,B35,,,Ketoconazole,KETOCONAZOLE 2%,,Yes,,Yes,,44.11,49.4,,,,,Yes,,,,,,,,,,,CRM,20,,
NIZSHAMPOO,835587,B35,,,Ketoconazole,NIZSHAMPOO,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,CRM,80,,
KETOCONAZOLE,900071,B35,,,Ketoconazole,KETOCONAZOLE,,Yes,,Yes,,43.39,48.6,,,,,Yes,,,,,,,,,,,TAB,30,,
FUNGICIDE 200MG TABS,967140,B35,,,Ketoconazole,FUNGICIDE 200MG TABS,,Yes,,Yes,,44.11,49.4,,,,,Yes,,,,,,,,,,,TAB,30,,
NIZORAL,747335,B35,,,Ketoconazole,NIZORAL,,Yes,,Yes,,401.84,450.06,,,,,Yes,,,,,,,,,,,TAB,100,,
KETOCONAZOLE,907162,B35,,,Ketoconazole,KETOCONAZOLE,,Yes,,Yes,,44.11,49.4,,,,,Yes,,,,,,,,,,,CRM,20,,
KETOCONAZOLE 200MG,967257,B35,,,Ketoconazole,KETOCONAZOLE 200MG,,Yes,,Yes,,145.6,163.07,,,,,Yes,,,,,,,,,,,TAB,30,,
MICONA ORAL GEL,267632,B35,,,Miconazole,MICONA ORAL GEL,,Yes,,Yes,,33.6,37.63,,,,,Yes,,,,,,,,,,,GEL,40,,
MICONAZOLE 2% CREAM [15 G],267070,B35,,,Miconazole,MICONAZOLE 2% CREAM [15 G],,Yes,,Yes,,36.8,41.22,,,,,Yes,,,,,,,,,,,CRM,15,,
MICONAZOLE,290260,B35,,,Miconazole,MICONAZOLE,,Yes,,Yes,,33.6,37.63,,,,,Yes,,,,,,,,,,,CRM,15,,
DAKTACORT,267324,B35,,,Miconazole; combinations,DAKTACORT,,Yes,,Yes,,85.05,95.26,,,,,Yes,,,,,,,,,,,CRM,15,,
DECOCORT CREAM 15G,267276,B35,,,Miconazole; combinations,DECOCORT CREAM 15G,,Yes,,Yes,,41.6,46.59,,,,,Yes,,,,,,,,,,,CRM,15,,
MICOVAR CREAM,267120,B35,,,Miconazole; combinations,MICOVAR CREAM,,Yes,,Yes,,17.6,19.71,,,,,Yes,,,,,,,,,,,CRM,20,,
NIVAQUINE,747297,B30,,,Chloroquine,NIVAQUINE,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,TAB,30,,
PLASMOQUINE,794333,B30,,,Chloroquine,PLASMOQUINE,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,TAB,30,,
TIVICAY,721237,B24       ,,,Dolutegravir,TIVICAY,,Yes,,Yes,,578.08,647.45,,,,,Yes,,,,,,,,,,,TAB,30,,
VIREAD,708253,B24       ,,,Tenofovir,VIREAD,,Yes,,Yes,,274.4,307.33,,,,,Yes,,,,,,,,,,,TAB,30,,
VIRA-CEPT,857203,B24       ,,,Nelfinavir,VIRA-CEPT,,Yes,,Yes,,748.59,838.42,,,,,Yes,,,,,,,,,,,TAB,30,,
ADCO-EFAVIRENZ,712932,B24       ,,,Efavirenz,ADCO-EFAVIRENZ,,Yes,,Yes,,210.42,235.67,,,,,Yes,,,,,,,,,,,TAB,30,,
ZIAGEN,898531,B24       ,,,Abacavir ,ZIAGEN,,Yes,,Yes,,451.79,506,,,,,Yes,,,,,,,,,,,TAB,60,,
ABACAVIR SULPHATE,900232,B24       ,,,Abacavir,ABACAVIR SULPHATE,,Yes,,Yes,,452.17,506.43,,,,,Yes,,,,,,,,,,,TAB,60,,
MATRIX-ABACAVIR,967111,B24       ,,,Abacavir,MATRIX-ABACAVIR,,Yes,,Yes,,333.65,373.69,,,,,Yes,,,,,,,,,,,TAB,60,,
ABACAVIR SULPHATE,967454,B24       ,,,Abacavir,ABACAVIR SULPHATE,,Yes,,Yes,,333.65,373.69,,,,,Yes,,,,,,,,,,,TAB,60,,
REYATAZ,708257,B24       ,,,Atazanavir,REYATAZ,,Yes,,Yes,,231.05,258.78,,,,,Yes,,,,,,,,,,,TAB,60,,
ANZAVIR-R,267535,B24       ,,,Atazanavir,ANZAVIR-R,,Yes,,Yes,,231.05,258.78,,,,,Yes,,,,,,,,,,,TAB,30,,
ANZAVIR-R,967535,B24       ,,,Atazanavir,ANZAVIR-R,,Yes,,Yes,,340.86,381.76,,,,,Yes,,,,,,,,,,,TAB,30,,
STOCRIN,862371,B24       ,,,Efavirenz,STOCRIN,,Yes,,Yes,,346.97,388.61,,,,,Yes,,,,,,,,,,,TAB,30,,
STOCRIN,712070,B24       ,,,Efavirenz,STOCRIN,,Yes,,Yes,,166.37,186.33,,,,,Yes,,,,,,,,,,,TAB,30,,
CIPLA-EFAVIRENZ,709331,B24       ,,,Efavirenz,CIPLA-EFAVIRENZ,,Yes,,Yes,,166.37,186.33,,,,,Yes,,,,,,,,,,,TAB,30,,
STOCRIN,703318,B24       ,,,Efavirenz,STOCRIN,,Yes,,Yes,,154.57,173.12,,,,,Yes,,,,,,,,,,,TAB,30,,
MATRIX-EFAVIRENZ,267112,B24       ,,,Efavirenz,MATRIX-EFAVIRENZ,,Yes,,Yes,,154.57,173.12,,,,,Yes,,,,,,,,,,,TAB,30,,
ESTIVA,267200,B24       ,,,Efavirenz,ESTIVA,,Yes,,Yes,,39.26,43.97,,,,,Yes,,,,,,,,,,,TAB,30,,
EFAVIRENZ,267455,B24       ,,,Efavirenz,EFAVIRENZ,,Yes,,Yes,,154.25,172.76,,,,,Yes,,,,,,,,,,,TAB,30,,
EFRIN,717978,B24       ,,,Efavirenz,EFRIN,,Yes,,Yes,,154.57,173.12,,,,,Yes,,,,,,,,,,,TAB,30,,
EFAVIR,267106,B24       ,,,Efavirenz,EFAVIR,,Yes,,Yes,,154.26,172.77,,,,,Yes,,,,,,,,,,,TAB,30,,
EFAVIRENZ,900183,B24       ,,,Efavirenz,EFAVIRENZ,,Yes,,Yes,,149.74,167.71,,,,,Yes,,,,,,,,,,,TAB,30,,
STRIDES EFAVIRENZ 600MG,267609,B24       ,,,Efavirenz,STRIDES EFAVIRENZ 600MG,,Yes,,Yes,,149.74,167.71,,,,,Yes,,,,,,,,,,,TAB,30,,
EFAVIRENZ WINTHROP,717778,B24       ,,,Efavirenz,EFAVIRENZ WINTHROP,,Yes,,Yes,,149.74,167.71,,,,,Yes,,,,,,,,,,,TAB,30,,
MATRIX-EFAVIRENZ,967112,B24       ,,,Efavirenz,MATRIX-EFAVIRENZ,,Yes,,Yes,,82.33,92.21,,,,,Yes,,,,,,,,,,,TAB,30,,
STRIDES EFAVIRENZ 600MG,967609,B24       ,,,Efavirenz,STRIDES EFAVIRENZ 600MG,,Yes,,Yes,,102.09,114.34,,,,,Yes,,,,,,,,,,,TAB,30,,
EFAVIRENZ,967455,B24       ,,,Efavirenz,EFAVIRENZ,,Yes,,Yes,,102.49,114.79,,,,,Yes,,,,,,,,,,,TAB,30,,
EFAVIR,967106,B24       ,,,Efavirenz,EFAVIR,,Yes,,Yes,,102.5,114.8,,,,,Yes,,,,,,,,,,,TAB,30,,
EFFMAT (NAMIBIA ONLY),714996,B24       ,,,Efavirenz,EFFMAT (NAMIBIA ONLY),,Yes,,Yes,,82.7,92.62,,,,,Yes,,,,,,,,,,,TAB,30,,
ESTIVA,967200,B24       ,,,Efavirenz,ESTIVA,,Yes,,Yes,,69.01,77.29,,,,,Yes,,,,,,,,,,,TAB,30,,
