NAME,CODE,CODE2,CODE2CATEG,CODE3,GENERICNAME,DESCRIPTION,CATEGORY,IS_INVENTORY,IS_SERVICE,ACTIVE,MEASUREMENT_UNIT,SALES_PRICE,SALE_INCLUDE_TAX,BUY_PRICE,BUY_PRICE_INCLUDE_TAX,ITEM_TAX,AVAILABLE_AS_TREATMENT,AVAILABLE_AS_DRUG,AVAILABLE_AS_LAB_TEST,AVAILABLE_AS_IMAGING_TEST,AVAILABLE_AS_SURGERY_RELATED,AVAILABLE_AS_INPATIENT_ACCOMM,AVAILABLE_AS_DIAGNOSIS,AVAILABLE_AS_CUSTOM_ITEM_TYPE1,AVAILABLE_AS_CUSTOM_ITEM_TYPE1,AVAILABLE_AS_CUSTOM_ITEM_TYPE2,USE_IN_MEDIC_ACCOUNTS,DURG_DEFAULT_DOSAGE,DRUG_DEFAULT_ADMINISTRATION,DRUG_DEFAULT_FREQUENCY,DRUG_DEFAULT_REFILLS,WARNINGS
DICLO-DENK RETARD,267509,M25.9     ,,,Diclofenac,DICLO-DENK RETARD,,Yes,,Yes,,49.6,55.55,,,,,Yes,,,,,,,,,,,TAB,30,,
PANAMOR AT,752398,M25.9     ,,,Diclofenac,PANAMOR AT,,Yes,,Yes,,12.29,13.76,,,,,Yes,,,,,,,,,,,TAB,21,,
DICLOFENAC SODIUM SIMPLE REMIGEN,290380,M25.9     ,,,Diclofenac,DICLOFENAC SODIUM SIMPLE REMIGEN,,Yes,,Yes,,12.29,13.76,,,,,Yes,,,,,,,,,,,TAB,30,,
DICLOFENAC SODIUM,906948,M25.9     ,,,Diclofenac,DICLOFENAC SODIUM,,Yes,,Yes,,14.54,16.28,,,,,Yes,,,,,,,,,,,TAB,30,,
DICLOFENAC,290517,M25.9     ,,,Diclofenac,DICLOFENAC,,Yes,,Yes,,12.64,14.16,,,,,Yes,,,,,,,,,,,TAB,20,,
K-FENAK,704384,M25.9     ,,,Diclofenac,K-FENAK,,Yes,,Yes,,32.62,36.53,,,,,Yes,,,,,,,,,,,TAB,15,,
DICLOMAX 50MG TABS,267135,M25.9     ,,,Diclofenac,DICLOMAX 50MG TABS,,Yes,,Yes,,15.2,17.02,,,,,Yes,,,,,,,,,,,TAB,20,,
VOLTAREN SR,778230,M25.9     ,,,Diclofenac,VOLTAREN SR,,Yes,,Yes,,228.66,256.1,,,,,Yes,,,,,,,,,,,TAB,30,,
DICLOHEXAL 50T,841153,M25.9     ,,,Diclofenac,DICLOHEXAL 50T,,Yes,,Yes,,16.8,18.82,,,,,Yes,,,,,,,,,,,TAB,20,,
VOLTAREN 'GT',778222,M25.9     ,,,Diclofenac,VOLTAREN 'GT',,Yes,,Yes,,60.68,67.96,,,,,Yes,,,,,,,,,,,TAB,20,,
DICLOFENAC SODIUM SUSTAINED RELEASE,290013,M25.9     ,,,Diclofenac,DICLOFENAC SODIUM SUSTAINED RELEASE,,Yes,,Yes,,48,53.76,,,,,Yes,,,,,,,,,,,TAB,30,,
DICLO DENK 50,267540,M25.9     ,,,Diclofenac,DICLO DENK 50,,Yes,,Yes,,16.03,17.95,,,,,Yes,,,,,,,,,,,TAB,20,,
OSTEOFLAM,967471,M25.9     ,,,Diclofenac,OSTEOFLAM,,Yes,,Yes,,16.03,17.95,,,,,Yes,,,,,,,,,,,INJ,3,,
REMETHAN,967436,M25.9     ,,,Diclofenac,REMETHAN,,Yes,,Yes,,36.9,41.33,,,,,Yes,,,,,,,,,,,GEL,50,,
DICLOMAX 50MG TABS,967135,M25.9     ,,,Diclofenac,DICLOMAX 50MG TABS,,Yes,,Yes,,13.42,15.03,,,,,Yes,,,,,,,,,,,TAB,20,,
DICLOFENAC POTASSIUM,900045,M25.9     ,,,Diclofenac,DICLOFENAC POTASSIUM,,Yes,,Yes,,13.42,15.03,,,,,Yes,,,,,,,,,,,TAB,20,,
DICLO-DENK RETARD,967509,M25.9     ,,,Diclofenac,DICLO-DENK RETARD,,Yes,,Yes,,111.57,124.96,,,,,Yes,,,,,,,,,,,TAB,30,,
DICLO DENK 50,967540,M25.9     ,,,Diclofenac,DICLO DENK 50,,Yes,,Yes,,17.65,19.77,,,,,Yes,,,,,,,,,,,TAB,20,,
APO DICLOFENAC 50MG,967235,M25.9     ,,,Diclofenac,APO DICLOFENAC 50MG,,Yes,,Yes,,17.65,19.77,,,,,Yes,,,,,,,,,,,TAB,20,,
CATAFLAM ,796786,M25.9     ,,,Diclofenac,CATAFLAM ,,Yes,,Yes,,66.82,74.84,,,,,Yes,,,,,,,,,,,TAB,15,,
MYLAN DICLOFENAC 3ML,791555,M25.9     ,,,Diclofenac,MYLAN DICLOFENAC 3ML,,Yes,,Yes,,67.52,75.62,,,,,Yes,,,,,,,,,,,INJ,1,,
VOLTAREN,780863,M25.9     ,,,Diclofenac,VOLTAREN,,Yes,,Yes,,85.73,96.02,,,,,Yes,,,,,,,,,,,TAB,1,,
DICLOFENAC POTASSIUM,910030,M25.9     ,,,Diclofenac,DICLOFENAC POTASSIUM,,Yes,,Yes,,19.39,21.72,,,,,Yes,,,,,,,,,,,TAB,15,,
VOLTAREN,780863,M25.9     ,,,Diclofenac,VOLTAREN,,Yes,,Yes,,85.73,96.02,,,,,Yes,,,,,,,,,,,TAB,1,,
DICLOHEXAL 100S,845272,M25.9     ,,,Diclofenac,DICLOHEXAL 100S,,Yes,,Yes,,66.99,75.03,,,,,Yes,,,,,,,,,,,TAB,30,,
VOLTAREN,780863,M25.9     ,,,Diclofenac,VOLTAREN,,Yes,,Yes,,85.73,96.02,,,,,Yes,,,,,,,,,,,TAB,5,,
MYLAN DICLOFENAC,786020,M25.9     ,,,Diclofenac,MYLAN DICLOFENAC,,Yes,,Yes,,9.73,10.9,,,,,Yes,,,,,,,,,,,TAB,10,,
VOLTAREN,780863,M25.9     ,,,Diclofenac,VOLTAREN,,Yes,,Yes,,85.73,96.02,,,,,Yes,,,,,,,,,,,TAB,5,,
BE-TABS DICLOFENAC 3ML,894050,M25.9     ,,,Diclofenac,BE-TABS DICLOFENAC 3ML,,Yes,,Yes,,71.89,80.52,,,,,Yes,,,,,,,,,,,INJ,1,,
DICLOFENAC SODIUM,290018,M25.9     ,,,Diclofenac,DICLOFENAC SODIUM,,Yes,,Yes,,19.39,21.72,,,,,Yes,,,,,,,,,,,TAB,20,,
PANAMOR SUPP,807621,M25.9     ,,,Diclofenac,PANAMOR SUPP,,Yes,,Yes,,62.3,69.78,,,,,Yes,,,,,,,,,,,SUP,5,,
DICLOFENAC,290019,M25.9     ,,,Diclofenac,DICLOFENAC,,Yes,,Yes,,7.79,8.72,,,,,Yes,,,,,,,,,,,INJ,1,,
VOLTAREN,780855,M25.9     ,,,Diclofenac,VOLTAREN,,Yes,,Yes,,34.18,38.28,,,,,Yes,,,,,,,,,,,SUP,5,,
VOLTAREN,780863,M25.9     ,,,Diclofenac,VOLTAREN,,Yes,,Yes,,85.73,96.02,,,,,Yes,,,,,,,,,,,TAB,5,,
VOLTAREN,789240,M25.9     ,,,Diclofenac,VOLTAREN,,Yes,,Yes,,54.53,61.07,,,,,Yes,,,,,,,,,,,INJ,10,,
VOLTAREN,780863,M25.9     ,,,Diclofenac,VOLTAREN,,Yes,,Yes,,85.73,96.02,,,,,Yes,,,,,,,,,,,TAB,5,,
APO DICLOFENAC 25MG,967234,M25.9     ,,,Diclofenac,APO DICLOFENAC 25MG,,Yes,,Yes,,89.1,99.79,,,,,Yes,,,,,,,,,,,TAB,20,,
DICLOMAX 25MG TABS,967134,M25.9     ,,,Diclofenac,DICLOMAX 25MG TABS,,Yes,,Yes,,36.99,41.43,,,,,Yes,,,,,,,,,,,TAB,20,,
APO DICLOFENAC 50MG TAB,967164,M25.9     ,,,Diclofenac,APO DICLOFENAC 50MG TAB,,Yes,,Yes,,36.99,41.43,,,,,Yes,,,,,,,,,,,TAB,20,,
VOLTAREN,780863,M25.9     ,,,Diclofenac,VOLTAREN,,Yes,,Yes,,85.73,96.02,,,,,Yes,,,,,,,,,,,TAB,5,,
VOLTAREN,780863,M25.9     ,,,Diclofenac,VOLTAREN,,Yes,,Yes,,85.73,96.02,,,,,Yes,,,,,,,,,,,TAB,1,,
DICLOMAX 25MG TABS,967134,M25.9     ,,,Diclofenac,DICLOMAX 25MG TABS,,Yes,,Yes,,14.37,16.09,,,,,Yes,,,,,,,,,,,TAB,20,,
DICLOFENAC BIOTECH,718479,M25.9     ,,,Diclofenac,DICLOFENAC BIOTECH,,Yes,,Yes,,19.39,21.72,,,,,Yes,,,,,,,,,,,TAB,15,,
VOLTAREN,780863,M25.9     ,,,Diclofenac,VOLTAREN,,Yes,,Yes,,85.73,96.02,,,,,Yes,,,,,,,,,,,TAB,5,,
VOLTAREN,780863,M25.9     ,,,Diclofenac,VOLTAREN,,Yes,,Yes,,85.73,96.02,,,,,Yes,,,,,,,,,,,TAB,10,,
ADCO-DICLOFENAC,786594,M25.9     ,,,Diclofenac,ADCO-DICLOFENAC,,Yes,,Yes,,141.42,158.39,,,,,Yes,,,,,,,,,,,TAB,30,,
VOLTAREN,780863,M25.9     ,,,Diclofenac,VOLTAREN,,Yes,,Yes,,85.73,96.02,,,,,Yes,,,,,,,,,,,TAB,1,,
DEPO-MEDROL 1ML,718408,M25.9     ,,,Methylprednisolone,DEPO-MEDROL 1ML,,Yes,,Yes,,39.49,44.23,,,,,Yes,,,,,,,,,,,INJ,1,,
PARACET,704719,M25.9     ,,,Paracetamol,PARACET,,Yes,,Yes,,66.9,74.93,,,,,Yes,,,,,,,,,,,TAB,30,,
TENSOPYN EFFERVESCENT,704683,M25.9     ,,,Paracetamol combinations excl. psycholeptics,TENSOPYN EFFERVESCENT,,Yes,,Yes,,38.53,43.15,,,,,Yes,,,,,,,,,,,TAB,18,,
SEDINOL,763101,M25.9     ,,,Paracetamol combinations excl. psycholeptics,SEDINOL,,Yes,,Yes,,24.32,27.24,,,,,Yes,,,,,,,,,,,TAB,30,,
STOPAYNE,766941,M25.9     ,,,Paracetamol combinations excl. psycholeptics,STOPAYNE,,Yes,,Yes,,45.96,51.48,,,,,Yes,,,,,,,,,,,TAB,20,,
SYNDOL,768391,M25.9     ,,,Paracetamol combinations excl. psycholeptics,SYNDOL,,Yes,,Yes,,142.3,159.38,,,,,Yes,,,,,,,,,,,TAB,20,,
PYNSTOP,758493,M25.9     ,,,Paracetamol combinations excl. psycholeptics,PYNSTOP,,Yes,,Yes,,31.87,35.69,,,,,Yes,,,,,,,,,,,TAB,20,,
ADCO-PIROXICAM,785261,M25.9     ,,,Piroxicam,ADCO-PIROXICAM,,Yes,,Yes,,32.14,36,,,,,Yes,,,,,,,,,,,TAB,30,,
PIROXICAM,290022,M25.9     ,,,Piroxicam,PIROXICAM,,Yes,,Yes,,39.73,44.5,,,,,Yes,,,,,,,,,,,TAB,20,,
XYCAM,797030,M25.9     ,,,Piroxicam,XYCAM,,Yes,,Yes,,32.14,36,,,,,Yes,,,,,,,,,,,TAB,20,,
RHEUGESIC,821144,M25.9     ,,,Piroxicam,RHEUGESIC,,Yes,,Yes,,64.75,72.52,,,,,Yes,,,,,,,,,,,TAB,30,,
APO PIROXICAM 20MG TAB,267181,M25.9     ,,,Piroxicam,APO PIROXICAM 20MG TAB,,Yes,,Yes,,39.73,44.5,,,,,Yes,,,,,,,,,,,TAB,20,,
APO PIROXICAM 20MG TAB,967181,M25.9     ,,,Piroxicam,APO PIROXICAM 20MG TAB,,Yes,,Yes,,58.74,65.79,,,,,Yes,,,,,,,,,,,TAB,30,,
PYROCAPS,799432,M25.9     ,,,Piroxicam,PYROCAPS,,Yes,,Yes,,39.73,44.5,,,,,Yes,,,,,,,,,,,TAB,30,,
XYCAM DISPERS,797049,M25.9     ,,,Piroxicam,XYCAM DISPERS,,Yes,,Yes,,39.73,44.5,,,,,Yes,,,,,,,,,,,TAB,30,,
VOLTAREN OPHTHA 5ML,886963,M25.9     ,,,Diclofenac,VOLTAREN OPHTHA 5ML,,Yes,,Yes,,213.79,239.44,,,,,Yes,,,,,,,,,,,OPD,1,,
DISIPAL,720542,M25.9,,,Orphenadrine (chloride),DISIPAL,,Yes,,Yes,,88.78,99.43,,,,,Yes,,,,,,,,,,,TAB,30,,
NORFLEX,747521,M25.9,,,Orphenadrine (citrate),NORFLEX,,Yes,,Yes,,71.95,80.58,,,,,Yes,,,,,,,,,,,TAB,20,,
ADCO-NAPAMOL,745715,M25.9,,,Paracetamol,ADCO-NAPAMOL,,Yes,,Yes,,10.94,12.25,,,,,Yes,,,,,,,,,,,SYR,120,,
ANTALGIC SF ,798983,M25.9,,,Paracetamol,ANTALGIC SF ,,Yes,,Yes,,12.58,14.09,,,,,Yes,,,,,,,,,,,SYR,100,,
EMPAPED,819700,M25.9,,,Paracetamol,EMPAPED,,Yes,,Yes,,66.05,73.98,,,,,Yes,,,,,,,,,,,SUP,10,,
PARACETAMOL,290049,M25.9,,,Paracetamol,PARACETAMOL,,Yes,,Yes,,12.77,14.3,,,,,Yes,,,,,,,,,,,SYR,100,,
PERFALGAN 1G,705103,M25.9,,,Paracetamol,PERFALGAN 1G,,Yes,,Yes,,724.54,811.48,,,,,Yes,,,,,,,,,,,INJ,1,,
PAINAMOL (PLASTIC BOTTLE),752118,M25.9,,,Paracetamol,PAINAMOL (PLASTIC BOTTLE),,Yes,,Yes,,22.64,25.36,,,,,Yes,,,,,,,,,,,SYR,100,,
PANADO STRAWBERRY,703118,M25.9,,,Paracetamol,PANADO STRAWBERRY,,Yes,,Yes,,50.67,56.75,,,,,Yes,,,,,,,,,,,SYR,100,,
PARACETAMOL ELIXIR SAD (ALCOHOL FREE),707583,M25.9,,,Paracetamol,PARACETAMOL ELIXIR SAD (ALCOHOL FREE),,Yes,,Yes,,7.66,8.58,,,,,Yes,,,,,,,,,,,SYR,100,,
ANTALGIC 120MG/5ML SYRUP [100 ML],267007,M25.9,,,Paracetamol,ANTALGIC 120MG/5ML SYRUP [100 ML],,Yes,,Yes,,0.02,0.02,,,,,Yes,,,,,,,,,,,SYR,100,,
CALPOL  PAEDIATRIC,711993,M25.9,,,Paracetamol,CALPOL  PAEDIATRIC,,Yes,,Yes,,28.24,31.63,,,,,Yes,,,,,,,,,,,SYR,100,,
PARACETAMOL ,752622,M25.9,,,Paracetamol,PARACETAMOL ,,Yes,,Yes,,12.58,14.09,,,,,Yes,,,,,,,,,,,SYR,100,,
PANADO STRAWBERRY,703118,M25.9,,,Paracetamol,PANADO STRAWBERRY,,Yes,,Yes,,50.67,56.75,,,,,Yes,,,,,,,,,,,SYR,20,,
PARACETAMOL,901520,M25.9,,,Paracetamol,PARACETAMOL,,Yes,,Yes,,12.58,14.09,,,,,Yes,,,,,,,,,,,SYR,100,,
GO-PAIN P,895199,M25.9,,,Paracetamol,GO-PAIN P,,Yes,,Yes,,9.22,10.33,,,,,Yes,,,,,,,,,,,SYR,100,,
ADCO-NAPAMOL,716045,M25.9,,,Paracetamol,ADCO-NAPAMOL,,Yes,,Yes,,12.58,14.09,,,,,Yes,,,,,,,,,,,TAB,30,,
PANADO,752355,M25.9,,,Paracetamol,PANADO,,Yes,,Yes,,30.78,34.47,,,,,Yes,,,,,,,,,,,TAB,30,,
PAINAMOL (GLASS BOTTLE),707562,M25.9,,,Paracetamol,PAINAMOL (GLASS BOTTLE),,Yes,,Yes,,6.43,7.2,,,,,Yes,,,,,,,,,,,SYR,100,,
PANADO,752282,M25.9,,,Paracetamol,PANADO,,Yes,,Yes,,25.63,28.71,,,,,Yes,,,,,,,,,,,SYR,100,,
EMPAPED,819697,M25.9,,,Paracetamol,EMPAPED,,Yes,,Yes,,50.76,56.85,,,,,Yes,,,,,,,,,,,SUP,10,,
ADCO-PARACETAMOL,894281,M25.9,,,Paracetamol,ADCO-PARACETAMOL,,Yes,,Yes,,9.44,10.57,,,,,Yes,,,,,,,,,,,SYR,100,,
PANADO EFFERVESCENT,815306,M25.9,,,Paracetamol,PANADO EFFERVESCENT,,Yes,,Yes,,29.36,32.88,,,,,Yes,,,,,,,,,,,TAB,36,,
PARASPEN IV SOLUTION VIAL 100ML,719180,M25.9,,,Paracetamol,PARASPEN IV SOLUTION VIAL 100ML,,Yes,,Yes,,12.58,14.09,,,,,Yes,,,,,,,,,,,IVS,1,,
CLICKS PARACETAMOL,714499,M25.9,,,Paracetamol,CLICKS PARACETAMOL,,Yes,,Yes,,12.58,14.09,,,,,Yes,,,,,,,,,,,TAB,20,,
PANADO (NO ALCOHOL/SUGAR),788953,M25.9,,,Paracetamol,PANADO (NO ALCOHOL/SUGAR),,Yes,,Yes,,46.56,52.15,,,,,Yes,,,,,,,,,,,SYR,100,,
ANTALGIC 120MG/5ML SYRUP [100 ML],967007,M25.9,,,Paracetamol,ANTALGIC 120MG/5ML SYRUP [100 ML],,Yes,,Yes,,12.58,14.09,,,,,Yes,,,,,,,,,,,SYR,50,,
PARACETAMOL FRESENIUS 100ML BO,720008,M25.9,,,Paracetamol,PARACETAMOL FRESENIUS 100ML BO,,Yes,,Yes,,12.58,14.09,,,,,Yes,,,,,,,,,,,INJ,1,,
PAINAMOL (WHITE),752142,M25.9,,,Paracetamol,PAINAMOL (WHITE),,Yes,,Yes,,7.65,8.57,,,,,Yes,,,,,,,,,,,TAB,30,,
ADCO-PROLIEF,757403,M25.9,,,Paracetamol,ADCO-PROLIEF,,Yes,,Yes,,487.78,546.31,,,,,Yes,,,,,,,,,,,TAB,30,,
ANTALGIC,805467,M25.9,,,Paracetamol,ANTALGIC,,Yes,,Yes,,98.59,110.42,,,,,Yes,,,,,,,,,,,TAB,30,,
PAINAMOL (GREEN),799629,M25.9,,,Paracetamol,PAINAMOL (GREEN),,Yes,,Yes,,140.18,157,,,,,Yes,,,,,,,,,,,TAB,30,,
PARACETAMOL ,829455,M25.9,,,Paracetamol,PARACETAMOL ,,Yes,,Yes,,12.58,14.09,,,,,Yes,,,,,,,,,,,TAB,30,,
PARACETAMOL,901539,M25.9,,,Paracetamol,PARACETAMOL,,Yes,,Yes,,12.59,14.1,,,,,Yes,,,,,,,,,,,TAB,30,,
PARAMED,784443,M25.9,,,Paracetamol,PARAMED,,Yes,,Yes,,12.58,14.09,,,,,Yes,,,,,,,,,,,TAB,30,,
PARACETAMOL,818372,M25.9,,,Paracetamol,PARACETAMOL,,Yes,,Yes,,484.46,542.6,,,,,Yes,,,,,,,,,,,TAB,30,,
MAXADOL P ,740403,M25.9,,,Paracetamol,MAXADOL P ,,Yes,,Yes,,3.04,3.4,,,,,Yes,,,,,,,,,,,SYR,100,,
FEVERPAIN,703820,M25.9,,,Paracetamol,FEVERPAIN,,Yes,,Yes,,2.75,3.08,,,,,Yes,,,,,,,,,,,SYR,100,,
PAINBLOK (PLASTIC BOTTLE),889772,M25.9,,,Paracetamol,PAINBLOK (PLASTIC BOTTLE),,Yes,,Yes,,6.26,7.01,,,,,Yes,,,,,,,,,,,SYR,100,,
PANADO,752282,M25.9,,,Paracetamol,PANADO,,Yes,,Yes,,25.63,28.71,,,,,Yes,,,,,,,,,,,SYR,50,,
GULF PARACETAMOL,867950,M25.9,,,Paracetamol,GULF PARACETAMOL,,Yes,,Yes,,5.33,5.97,,,,,Yes,,,,,,,,,,,TAB,30,,
PARACETAMOL+COD PHOS,901547,M25.9,,,Paracetamol combinations excl. psycholeptics,PARACETAMOL+COD PHOS,,Yes,,Yes,,14.48,16.22,,,,,Yes,,,,,,,,,,,TAB,24,,
PYNMED SYRUP,789984,M25.9,,,Paracetamol combinations excl. psycholeptics,PYNMED SYRUP,,Yes,,Yes,,19.42,21.75,,,,,Yes,,,,,,,,,,,SYR,100,,
PYNSTOP,758493,M25.9,,,Paracetamol combinations excl. psycholeptics,PYNSTOP,,Yes,,Yes,,63.68,71.32,,,,,Yes,,,,,,,,,,,TAB,40,,
STILPANE,766801,M25.9,,,Paracetamol combinations excl. psycholeptics,STILPANE,,Yes,,Yes,,13.6,15.23,,,,,Yes,,,,,,,,,,,TAB,20,,
PONSTAN,756156,M25.75,,,Mefenamic acid,PONSTAN,,Yes,,Yes,,27.66,30.98,,,,,Yes,,,,,,,,,,,SUS,100,,
CELESTONE SOLUSPAN VIAL 1ML,712785,M25.56    ,,,Betamethasone,CELESTONE SOLUSPAN VIAL 1ML,,Yes,,Yes,,96.53,108.11,,,,,Yes,,,,,,,,,,,INJ,1,,
CELESTONE SOLUSPAN AMPOULE 1ML,713147,M25.56    ,,,Betamethasone,CELESTONE SOLUSPAN AMPOULE 1ML,,Yes,,Yes,,272.29,304.96,,,,,Yes,,,,,,,,,,,INJ,6,,
BEDORAL 30 AMPOULE 1ML,709803,M25.56    ,,,Ketorolac,BEDORAL 30 AMPOULE 1ML,,Yes,,Yes,,207.14,232,,,,,Yes,,,,,,,,,,,INJ,1,,
VALORON SINGLE,835188,M25.56    ,,,Tilidine,VALORON SINGLE,,Yes,,Yes,,219.3,245.62,,,,,Yes,,,,,,,,,,,DRP,6,,
PETHIDINE HCL 2ML-FRESENIUS,754471,M25.55    ,,,Pethidine,PETHIDINE HCL 2ML-FRESENIUS,,Yes,,Yes,,95.89,107.4,,,,,Yes,,,,,,,,,,,INJ,1,,
PETHIDINE HCL 1ML-FRESENIUS,754463,M25.55    ,,,Pethidine,PETHIDINE HCL 1ML-FRESENIUS,,Yes,,Yes,,48.35,54.15,,,,,Yes,,,,,,,,,,,INJ,1,,
BETAGESIC,708186,M25.4,,,Ibuprofen,BETAGESIC,,Yes,,Yes,,30.24,33.87,,,,,Yes,,,,,,,,,,,TAB,20,,
INDOMETHACIN,901385,M19.9     ,,,Indometacin,INDOMETHACIN,,Yes,,Yes,,69.17,77.47,,,,,Yes,,,,,,,,,,,CAP,21,,
ADCO-PIROXICAM,785253,M19.9     ,,,Piroxicam,ADCO-PIROXICAM,,Yes,,Yes,,65.49,73.35,,,,,Yes,,,,,,,,,,,TAB,30,,
RHEUGESIC GEL,893278,M13.99    ,,,Piroxicam,RHEUGESIC GEL,,Yes,,Yes,,42,47.04,,,,,Yes,,,,,,,,,,,GEL,40,,
NEURONTIN,807451,M13.98    ,,,Gabapentin,NEURONTIN,,Yes,,Yes,,555.98,622.7,,,,,Yes,,,,,,,,,,,CAP,100,,
NEURONTIN,807443,M13.98    ,,,Gabapentin,NEURONTIN,,Yes,,Yes,,241.85,270.87,,,,,Yes,,,,,,,,,,,CAP,100,,
NEURONTIN,807478,M13.98    ,,,Gabapentin,NEURONTIN,,Yes,,Yes,,389.4,436.13,,,,,Yes,,,,,,,,,,,CAP,100,,
GABENIL,267663,M13.98    ,,,Gabapentin,GABENIL,,Yes,,Yes,,105.98,118.7,,,,,Yes,,,,,,,,,,,CAP,50,,
GABENIL,267664,M13.98    ,,,Gabapentin,GABENIL,,Yes,,Yes,,221,247.52,,,,,Yes,,,,,,,,,,,CAP,50,,
EPLEPTIN,707623,M13.98    ,,,Gabapentin,EPLEPTIN,,Yes,,Yes,,411.54,460.92,,,,,Yes,,,,,,,,,,,CAP,30,,
EPLEPTIN,707622,M13.98    ,,,Gabapentin,EPLEPTIN,,Yes,,Yes,,164.83,184.61,,,,,Yes,,,,,,,,,,,CAP,60,,
NEURONTIN,807443,M13.98    ,,,Gabapentin,NEURONTIN,,Yes,,Yes,,145.11,162.52,,,,,Yes,,,,,,,,,,,CAP,60,,
GABENIL,967664,M13.98    ,,,Gabapentin,GABENIL,,Yes,,Yes,,221,247.52,,,,,Yes,,,,,,,,,,,CAP,50,,
RAN-GABAPENTIN,710525,M13.98    ,,,Gabapentin,RAN-GABAPENTIN,,Yes,,Yes,,175.68,196.76,,,,,Yes,,,,,,,,,,,CAP,60,,
PANADO,752274,M13.00    ,,,Paracetamol,PANADO,,Yes,,Yes,,27.07,30.32,,,,,Yes,,,,,,,,,,,TAB,30,,
NEXAVAR,708482,M13.00    ,,,Sorafenib,NEXAVAR,,Yes,,Yes,,34.5,38.64,,,,,Yes,,,,,,,,,,,TAB,30,,
CELESTONE  ,713171,M13       ,,,Betamethasone,CELESTONE  ,,Yes,,Yes,,124.15,139.05,,,,,Yes,,,,,,,,,,,INJ,1,,
ASPEN COLCHICINE,715271,M10.9     ,,,Colchicine,ASPEN COLCHICINE,,Yes,,Yes,,49.38,55.31,,,,,Yes,,,,,,,,,,,TAB,30,,
ALLOPURINOL,290046,M10.9     ,,,Allopurinol,ALLOPURINOL,,Yes,,Yes,,67.5,75.6,,,,,Yes,,,,,,,,,,,TAB,30,,
SANDOZ ALLOPURINOL,738786,M10.9     ,,,Allopurinol,SANDOZ ALLOPURINOL,,Yes,,Yes,,67.65,75.77,,,,,Yes,,,,,,,,,,,TAB,30,,
SANDOZ ALLOPURINOL,738778,M10.9     ,,,Allopurinol,SANDOZ ALLOPURINOL,,Yes,,Yes,,40.37,45.21,,,,,Yes,,,,,,,,,,,TAB,30,,
ZYLOPRIM CALENDAR PK,779474,M10.9     ,,,Allopurinol,ZYLOPRIM CALENDAR PK,,Yes,,Yes,,104.08,116.57,,,,,Yes,,,,,,,,,,,TAB,30,,
ALLOPURINOL,290045,M10.9     ,,,Allopurinol,ALLOPURINOL,,Yes,,Yes,,64.29,72,,,,,Yes,,,,,,,,,,,TAB,30,,
APO ALLOPURINOL 100MG TAB,267189,M10.9     ,,,Allopurinol,APO ALLOPURINOL 100MG TAB,,Yes,,Yes,,64.29,72,,,,,Yes,,,,,,,,,,,TAB,30,,
APO ALLOPURINOL 300MG TAB,267153,M10.9     ,,,Allopurinol,APO ALLOPURINOL 300MG TAB,,Yes,,Yes,,64.29,72,,,,,Yes,,,,,,,,,,,TAB,30,,
PURICOS,758329,M10.9     ,,,Allopurinol,PURICOS,,Yes,,Yes,,55.9,62.61,,,,,Yes,,,,,,,,,,,TAB,60,,
ALLOPURINOL,901997,M10.9     ,,,Allopurinol,ALLOPURINOL,,Yes,,Yes,,65.42,73.27,,,,,Yes,,,,,,,,,,,TAB,30,,
APO ALLOPURINOL 100MG TAB,967189,M10.9     ,,,Allopurinol,APO ALLOPURINOL 100MG TAB,,Yes,,Yes,,64.4,72.13,,,,,Yes,,,,,,,,,,,TAB,30,,
ALLOPURINOL,901989,M10.9 ,,,Allopurinol,ALLOPURINOL,,Yes,,Yes,,64.29,72,,,,,Yes,,,,,,,,,,,TAB,30,,
ADCO ALLOPURINOL,719128,M10.9,,,Allopurinol,ADCO ALLOPURINOL,,Yes,,Yes,,68.33,76.53,,,,,Yes,,,,,,,,,,,TAB,30,,
ALLOPURINOL,904554,M10.9,,,Allopurinol,ALLOPURINOL,,Yes,,Yes,,64.29,72,,,,,Yes,,,,,,,,,,,TAB,30,,
PURICOS,758310,M10.9,,,Allopurinol,PURICOS,,Yes,,Yes,,34.69,38.85,,,,,Yes,,,,,,,,,,,TAB,30,,
APO ALLOPURINOL 300MG TAB,967153,M10.9,,,Allopurinol,APO ALLOPURINOL 300MG TAB,,Yes,,Yes,,168.59,188.82,,,,,Yes,,,,,,,,,,,TAB,30,,
COLCHICINE HOUDE,715298,M10,,,Colchicine,COLCHICINE HOUDE,,Yes,,Yes,,26.56,29.75,,,,,Yes,,,,,,,,,,,TAB,30,,
CELESTONE SOLUSPAN MULTI-DOSE VIAL,711231,M06.9     ,,,Betamethasone,CELESTONE SOLUSPAN MULTI-DOSE VIAL,,Yes,,Yes,,332.74,372.67,,,,,Yes,,,,,,,,,,,INJ,2,,
ADCO-NAPACOD 500MG/10MG,745707,M05.9     ,,,Paracetamol combinations excl. psycholeptics,ADCO-NAPACOD 500MG/10MG,,Yes,,Yes,,2188.98,2451.66,,,,,Yes,,,,,,,,,,,SYR,100,,
PERSIVATE (PPF) [15 G] [15 G],902411,L98.9     ,,,Betamethasone,PERSIVATE (PPF) [15 G] [15 G],,Yes,,Yes,,18.46,20.68,,,,,Yes,,,,,,,,,,,CRM,15,,
